,trial,set,rel,t1,t2,p1,p2,list,prime,target,target.len,target.freq,response,time,participant,list,item
,,,,,,,,,,,,,,,,,
10510,431,s,r,s,t24,s,p24,l2,file,sandpaper,9,56,word,505,31,3,st24
,,,,,,,,,,,,,,,,,
10511,432,s,u,u,t118,u,p118,l2,conquest,discrepancy,11,651,word,866,31,3,ut118
,,,,,,,,,,,,,,,,,
10512,433,s,n,n,t220,n,p220,l2,bedroom,weem,4,,nonword,771,31,3,nt220
,,,,,,,,,,,,,,,,,
10513,434,s,n,n,t250,n,p250,l2,cork,neletrone,9,,nonword,633,31,3,nt250
,,,,,,,,,,,,,,,,,
10514,435,s,u,s,t8,s,p12,l2,missile,belt,4,2583,word,610,31,3,st8
,,,,,,,,,,,,,,,,,
10515,436,s,n,n,t212,n,p212,l2,trophy,noker,5,,nonword,501,31,3,nt212
,,,,,,,,,,,,,,,,,
10516,437,s,u,u,t108,u,p108,l2,classroom,post,4,11066,word,650,31,3,ut108
,,,,,,,,,,,,,,,,,
10517,438,s,n,n,t224,n,p224,l2,pot,moax,4,,nonword,541,31,3,nt224
,,,,,,,,,,,,,,,,,
10518,439,s,u,s,t14,s,p6,l2,plum,toaster,7,96,word,761,31,3,st14
,,,,,,,,,,,,,,,,,
10519,440,s,r,s,t22,s,p22,l2,pumpkin,squash,6,547,word,1051,31,3,st22
,,,,,,,,,,,,,,,,,
10520,441,s,n,n,t237,n,p237,l2,lily,bloraq,6,,nonword,617,31,3,nt237
,,,,,,,,,,,,,,,,,
10521,442,s,n,n,t235,n,p235,l2,porch,weafe,5,,nonword,768,31,3,nt235
,,,,,,,,,,,,,,,,,
10522,443,s,n,n,t228,n,p228,l2,connector,ibstin,6,,nonword,527,31,3,nt228
,,,,,,,,,,,,,,,,,
10523,444,s,n,n,t223,n,p223,l2,sacrifice,bliskering,10,,nonword,705,31,3,nt223
,,,,,,,,,,,,,,,,,
10524,445,s,n,n,t213,n,p213,l2,peg,onterval,8,,nonword,453,31,3,nt213
,,,,,,,,,,,,,,,,,
10525,446,s,u,u,t125,u,p125,l2,foundation,happiness,9,1624,word,475,31,3,ut125
,,,,,,,,,,,,,,,,,
10526,447,s,n,n,t197,n,p197,l2,padlock,binter,6,,nonword,630,31,3,nt197
,,,,,,,,,,,,,,,,,
10527,448,s,u,s,t7,s,p13,l2,bus,shovel,6,255,word,1116,31,3,st7
,,,,,,,,,,,,,,,,,
10528,449,s,n,n,t210,n,p210,l2,test,geart,5,,nonword,751,31,3,nt210
,,,,,,,,,,,,,,,,,
10529,450,s,n,n,t202,n,p202,l2,steel,letler,6,,nonword,752,31,3,nt202
,,,,,,,,,,,,,,,,,
10530,451,s,n,n,t230,n,p230,l2,chimp,lourth,6,,nonword,599,31,3,nt230
,,,,,,,,,,,,,,,,,
10531,452,s,u,u,t123,u,p123,l2,valley,adjustment,10,2109,word,522,31,3,ut123
,,,,,,,,,,,,,,,,,
10532,453,s,u,u,t103,u,p103,l2,migration,directive,9,2288,word,791,31,3,ut103
,,,,,,,,,,,,,,,,,
10533,454,s,n,n,t249,n,p249,l2,acorn,kround,6,,nonword,653,31,3,nt249
,,,,,,,,,,,,,,,,,
10534,455,s,n,n,t222,n,p222,l2,mace,desbiny,7,,nonword,1108,31,3,nt222
,,,,,,,,,,,,,,,,,
10535,456,s,n,n,t209,n,p209,l2,satin,camind,6,,nonword,799,31,3,nt209
,,,,,,,,,,,,,,,,,
10536,457,s,r,s,t23,s,p23,l2,radish,beets,5,128,nonword,653,31,3,st23
,,,,,,,,,,,,,,,,,
10537,458,s,n,n,t254,n,p254,l2,snail,siale,5,,nonword,766,31,3,nt254
,,,,,,,,,,,,,,,,,
10538,459,s,n,n,t245,n,p245,l2,mixer,frast,5,,nonword,789,31,3,nt245
,,,,,,,,,,,,,,,,,
10539,460,s,n,n,t259,n,p259,l2,robe,chistribution,13,,nonword,1127,31,3,nt259
,,,,,,,,,,,,,,,,,
10540,461,s,r,s,t27,s,p27,l2,bra,camisole,8,29,word,765,31,3,st27
,,,,,,,,,,,,,,,,,
10541,462,s,n,n,t251,n,p251,l2,library,weast,5,,nonword,890,31,3,nt251
,,,,,,,,,,,,,,,,,
10542,463,s,u,s,t9,s,p11,l2,sword,pencil,6,1370,word,786,31,3,st9
,,,,,,,,,,,,,,,,,
10543,464,s,u,u,t105,u,p105,l2,publicity,prejudice,9,1527,word,665,31,3,ut105
,,,,,,,,,,,,,,,,,
10544,465,s,u,s,t10,s,p9,l2,crayon,raft,4,395,word,779,31,3,st10
,,,,,,,,,,,,,,,,,
10545,466,s,n,n,t214,n,p214,l2,accordion,gloudburst,10,,nonword,832,31,3,nt214
,,,,,,,,,,,,,,,,,
10546,467,s,n,n,t225,n,p225,l2,toy,belf,4,,nonword,1065,31,3,nt225
,,,,,,,,,,,,,,,,,
10547,468,s,n,n,t256,n,p256,l2,box,pheeze,6,,nonword,712,31,3,nt256
,,,,,,,,,,,,,,,,,
10548,469,s,n,n,t244,n,p244,l2,recommendation,blurvival,9,,nonword,686,31,3,nt244
,,,,,,,,,,,,,,,,,
10549,470,s,u,u,t130,u,p130,l2,sea,president,9,17036,word,845,31,3,ut130
,,,,,,,,,,,,,,,,,
10550,471,s,u,s,t13,s,p7,l2,hoe,subway,6,161,word,778,31,3,st13
,,,,,,,,,,,,,,,,,
10551,472,s,n,n,t255,n,p255,l2,firewood,fammer,6,,nonword,694,31,3,nt255
,,,,,,,,,,,,,,,,,
10552,473,s,n,n,t196,n,p196,l2,rabbit,fross,5,,nonword,784,31,3,nt196
,,,,,,,,,,,,,,,,,
10553,474,s,r,s,t18,s,p18,l2,eagle,hawk,4,548,word,507,31,3,st18
,,,,,,,,,,,,,,,,,
10554,475,s,u,u,t122,u,p122,l2,warehouse,misery,6,1288,word,761,31,3,ut122
,,,,,,,,,,,,,,,,,
10555,476,s,u,s,t6,s,p14,l2,microwave,prune,5,260,nonword,570,31,3,st6
,,,,,,,,,,,,,,,,,
10556,477,s,u,u,t126,u,p126,l2,bout,appeal,6,10638,word,829,31,3,ut126
,,,,,,,,,,,,,,,,,
10557,478,s,u,s,t4,s,p2,l2,whale,beans,5,1827,word,487,31,3,st4
,,,,,,,,,,,,,,,,,
10558,479,s,u,u,t132,u,p132,l2,tea,existence,9,6506,word,482,31,3,ut132
,,,,,,,,,,,,,,,,,
10559,480,s,r,s,t25,s,p25,l2,shed,barn,4,1560,word,760,31,3,st25
,,,,,,,,,,,,,,,,,
10560,481,s,u,u,t107,u,p107,l2,plague,urge,4,3871,word,681,31,3,ut107
,,,,,,,,,,,,,,,,,
10561,2,m,u,u,t060,u,p060,l2,parliament,satisfaction,12,2866,word,598,32,4,ut060
,,,,,,,,,,,,,,,,,
10562,3,m,r,m,p087,m,t087,l2,blacksmith,rod,3,1860,word,538,32,4,mp087
,,,,,,,,,,,,,,,,,
10563,4,m,n,n,t040,n,p040,l2,bayonet,kag,3,,nonword,690,32,4,nt040
,,,,,,,,,,,,,,,,,
10564,5,m,n,n,t088,n,p088,l2,ticket,loccert,7,,nonword,726,32,4,nt088
,,,,,,,,,,,,,,,,,
10565,6,m,u,u,t062,u,p062,l2,mall,harm,4,2255,word,577,32,4,ut062
,,,,,,,,,,,,,,,,,
10566,7,m,r,m,p050,m,t050,l2,assassin,pistol,6,895,word,478,32,4,mp050
,,,,,,,,,,,,,,,,,
10567,8,m,n,n,t133,n,p133,l2,fin,bleng,5,,nonword,539,32,4,nt133
,,,,,,,,,,,,,,,,,
10568,9,m,r,m,p048,m,t048,l2,speaker,group,5,60248,word,473,32,4,mp048
,,,,,,,,,,,,,,,,,
10569,10,m,u,m,p036,m,t035,l2,reader,spelling,8,1000,word,509,32,4,mp036
,,,,,,,,,,,,,,,,,
10570,11,m,u,u,t034,u,p034,l2,corral,elation,7,153,word,890,32,4,ut034
,,,,,,,,,,,,,,,,,
10571,12,m,n,n,t121,n,p121,l2,motorist,ondurance,9,,nonword,815,32,4,nt121
,,,,,,,,,,,,,,,,,
10572,13,m,n,n,t061,n,p061,l2,trolley,gaty,4,,nonword,688,32,4,nt061
,,,,,,,,,,,,,,,,,
10573,14,m,n,n,t125,n,p125,l2,pyramid,canbeen,7,,nonword,644,32,4,nt125
,,,,,,,,,,,,,,,,,
10574,15,m,u,m,p021,m,t020,l2,cook,cops,4,722,word,499,32,4,mp021
,,,,,,,,,,,,,,,,,
10575,16,m,u,m,p007,m,t006,l2,author,grandchildren,13,493,word,598,32,4,mp007
,,,,,,,,,,,,,,,,,
10576,17,m,n,n,t134,n,p134,l2,parka,tald,4,,nonword,603,32,4,nt134
,,,,,,,,,,,,,,,,,
10577,18,m,n,n,t136,n,p136,l2,buffet,moadey,6,,nonword,580,32,4,nt136
,,,,,,,,,,,,,,,,,
10578,19,m,u,m,p003,m,t002,l2,detective,witness,7,3246,word,479,32,4,mp003
,,,,,,,,,,,,,,,,,
10579,20,m,r,m,p081,m,t081,l2,driver,tire,4,317,word,598,32,4,mp081
,,,,,,,,,,,,,,,,,
10580,21,m,u,u,t073,u,p073,l2,layer,outcry,6,291,word,846,32,4,ut073
,,,,,,,,,,,,,,,,,
10581,22,m,r,m,p058,m,t058,l2,teenager,breasts,7,2755,word,696,32,4,mp058
,,,,,,,,,,,,,,,,,
10582,23,m,u,u,t061,u,p061,l2,clearance,adolescence,11,455,word,589,32,4,ut061
,,,,,,,,,,,,,,,,,
10583,24,m,n,n,t105,n,p105,l2,pudding,feech,5,,nonword,765,32,4,nt105
,,,,,,,,,,,,,,,,,
10584,25,m,n,n,t085,n,p085,l2,blender,yorman,6,,nonword,560,32,4,nt085
,,,,,,,,,,,,,,,,,
10585,26,m,u,m,p014,m,t013,l2,writer,building,8,22583,word,454,32,4,mp014
,,,,,,,,,,,,,,,,,
10586,27,m,n,n,t050,n,p050,l2,iguana,jottabe,7,,nonword,535,32,4,nt050
,,,,,,,,,,,,,,,,,
10587,28,m,n,n,t126,n,p126,l2,reach,traph,5,,nonword,655,32,4,nt126
,,,,,,,,,,,,,,,,,
10588,29,m,n,n,t074,n,p074,l2,eraser,faney,5,,nonword,565,32,4,nt074
,,,,,,,,,,,,,,,,,
10589,30,m,n,n,t091,n,p091,l2,screws,tearch,6,,nonword,649,32,4,nt091
,,,,,,,,,,,,,,,,,
10590,31,m,u,u,t096,u,p096,l2,crisis,silence,7,5235,word,438,32,4,ut096
,,,,,,,,,,,,,,,,,
10591,32,m,u,u,t084,u,p084,l2,park,speculation,11,1845,word,697,32,4,ut084
,,,,,,,,,,,,,,,,,
10592,33,m,n,n,t191,n,p191,l2,gingerbread,perometer,9,,word,799,32,4,nt191
,,,,,,,,,,,,,,,,,
10593,34,m,u,u,t016,u,p016,l2,accident,ambition,8,2287,word,597,32,4,ut016
,,,,,,,,,,,,,,,,,
10594,35,m,n,n,t037,n,p037,l2,rat,onnerval,8,,nonword,561,32,4,nt037
,,,,,,,,,,,,,,,,,
10595,36,m,n,n,t055,n,p055,l2,desk,eppirt,6,,nonword,560,32,4,nt055
,,,,,,,,,,,,,,,,,
10596,37,m,u,m,p002,m,t001,l2,attorney,dough,5,323,word,502,32,4,mp002
,,,,,,,,,,,,,,,,,
10597,38,m,u,m,p037,m,t036,l2,electrician,line,4,33159,word,436,32,4,mp037
,,,,,,,,,,,,,,,,,
10598,39,m,r,m,p063,m,t063,l2,boss,accountant,10,2172,word,577,32,4,mp063
,,,,,,,,,,,,,,,,,
10599,40,m,u,u,t048,u,p048,l2,parakeet,kidnapper,9,249,word,460,32,4,ut048
,,,,,,,,,,,,,,,,,
10600,41,m,n,n,t066,n,p066,l2,stick,zeef,4,,nonword,565,32,4,nt066
,,,,,,,,,,,,,,,,,
10601,42,m,u,u,t046,u,p046,l2,arcade,comedy,6,1525,word,620,32,4,ut046
,,,,,,,,,,,,,,,,,
10602,43,m,n,n,t172,n,p172,l2,lion,prutten,7,,nonword,526,32,4,nt172
,,,,,,,,,,,,,,,,,
10603,44,m,u,u,t030,u,p030,l2,tip,commission,10,11018,word,576,32,4,ut030
,,,,,,,,,,,,,,,,,
10604,45,m,u,m,p004,m,t003,l2,caterer,street,6,23549,word,440,32,4,mp004
,,,,,,,,,,,,,,,,,
10605,46,m,n,n,t118,n,p118,l2,gorilla,flutch,6,,nonword,806,32,4,nt118
,,,,,,,,,,,,,,,,,
10606,47,m,r,m,p069,m,t069,l2,chef,dinner,6,6277,word,394,32,4,mp069
,,,,,,,,,,,,,,,,,
10607,48,m,n,n,t071,n,p071,l2,stool,pighter,7,,nonword,571,32,4,nt071
,,,,,,,,,,,,,,,,,
10608,49,m,n,n,t056,n,p056,l2,marble,voresee,7,,nonword,663,32,4,nt056
,,,,,,,,,,,,,,,,,
10609,50,m,u,m,p028,m,t027,l2,lifeguard,puppet,6,546,word,450,32,4,mp028
,,,,,,,,,,,,,,,,,
10610,51,m,u,u,t079,u,p079,l2,badge,client,6,10824,word,453,32,4,ut079
,,,,,,,,,,,,,,,,,
10611,52,m,n,n,t119,n,p119,l2,walrus,spotosition,11,,nonword,716,32,4,nt119
,,,,,,,,,,,,,,,,,
10612,53,m,n,n,t137,n,p137,l2,catfish,sempt,5,,nonword,561,32,4,nt137
,,,,,,,,,,,,,,,,,
10613,54,m,u,m,p012,m,t011,l2,maid,back,4,75243,word,461,32,4,mp012
,,,,,,,,,,,,,,,,,
10614,55,m,u,u,t036,u,p036,l2,nightclub,blackboard,10,267,word,532,32,4,ut036
,,,,,,,,,,,,,,,,,
10615,56,m,n,n,t144,n,p144,l2,dog,kastan,6,,nonword,460,32,4,nt144
,,,,,,,,,,,,,,,,,
10616,57,m,n,n,t072,n,p072,l2,tail,cleash,6,,nonword,562,32,4,nt072
,,,,,,,,,,,,,,,,,
10617,58,m,r,m,p068,m,t068,l2,dancer,ankle,5,1422,word,566,32,4,mp068
,,,,,,,,,,,,,,,,,
10618,59,m,n,n,t123,n,p123,l2,kettle,nounge,6,,nonword,510,32,4,nt123
,,,,,,,,,,,,,,,,,
10619,60,m,u,m,p017,m,t016,l2,mother,haiku,5,26,word,677,32,4,mp017
,,,,,,,,,,,,,,,,,
10620,61,m,r,m,p075,m,t075,l2,policeman,light,5,20028,word,532,32,4,mp075
,,,,,,,,,,,,,,,,,
10621,62,m,u,u,t020,u,p020,l2,market,camp,4,4446,word,450,32,4,ut020
,,,,,,,,,,,,,,,,,
10622,63,m,n,n,t151,n,p151,l2,card,legenk,6,,nonword,474,32,4,nt151
,,,,,,,,,,,,,,,,,
10623,64,m,u,u,t098,u,p098,l2,pebble,intelligence,12,3437,word,494,32,4,ut098
,,,,,,,,,,,,,,,,,
10624,65,m,n,n,t047,n,p047,l2,rack,shib,4,,nonword,465,32,4,nt047
,,,,,,,,,,,,,,,,,
10625,66,m,n,n,t158,n,p158,l2,napkin,kister,6,,nonword,583,32,4,nt158
,,,,,,,,,,,,,,,,,
10626,67,m,n,n,t020,n,p020,l2,basement,traxle,6,,nonword,539,32,4,nt020
,,,,,,,,,,,,,,,,,
10627,68,m,r,m,p061,m,t061,l2,dieter,weight,6,9181,word,456,32,4,mp061
,,,,,,,,,,,,,,,,,
10628,69,m,r,m,p078,m,t078,l2,musician,piano,5,2040,word,562,32,4,mp078
,,,,,,,,,,,,,,,,,
10629,70,m,n,n,t171,n,p171,l2,cupboard,gluff,5,,nonword,605,32,4,nt171
,,,,,,,,,,,,,,,,,
10630,71,m,n,n,t139,n,p139,l2,pen,wompt,5,,nonword,516,32,4,nt139
,,,,,,,,,,,,,,,,,
10631,72,m,r,m,p046,m,t046,l2,boxer,punch,5,1392,word,457,32,4,mp046
,,,,,,,,,,,,,,,,,
10632,73,m,u,u,t102,u,p102,l2,graduate,measles,7,239,word,634,32,4,ut102
,,,,,,,,,,,,,,,,,
10633,74,m,u,u,t066,u,p066,l2,capitalist,community,9,27025,word,519,32,4,ut066
,,,,,,,,,,,,,,,,,
10634,75,m,u,u,t058,u,p058,l2,alley,jacuzzi,7,78,word,557,32,4,ut058
,,,,,,,,,,,,,,,,,
10635,76,m,n,n,t068,n,p068,l2,coyote,zanner,6,,nonword,595,32,4,nt068
,,,,,,,,,,,,,,,,,
10636,77,m,u,u,t021,u,p021,l2,glove,connection,10,7077,word,480,32,4,ut021
,,,,,,,,,,,,,,,,,
10637,78,m,n,n,t181,n,p181,l2,vine,pognition,9,,nonword,656,32,4,nt181
,,,,,,,,,,,,,,,,,
10638,79,m,r,m,p084,m,t084,l2,butler,shoes,5,4596,word,524,32,4,mp084
,,,,,,,,,,,,,,,,,
10639,80,m,n,n,t160,n,p160,l2,palace,pattress,8,,nonword,730,32,4,nt160
,,,,,,,,,,,,,,,,,
10640,81,m,u,u,t064,u,p064,l2,shot,picnic,6,714,word,428,32,4,ut064
,,,,,,,,,,,,,,,,,
10641,82,m,n,n,t084,n,p084,l2,course,koneri,6,,nonword,689,32,4,nt084
,,,,,,,,,,,,,,,,,
10642,83,m,u,u,t015,u,p015,l2,riot,trip,4,5531,word,480,32,4,ut015
,,,,,,,,,,,,,,,,,
10643,84,m,u,u,t038,u,p038,l2,pantry,insanity,8,213,word,576,32,4,ut038
,,,,,,,,,,,,,,,,,
10644,85,m,n,n,t103,n,p103,l2,loan,exdences,8,,nonword,724,32,4,nt103
,,,,,,,,,,,,,,,,,
10645,86,m,n,n,t141,n,p141,l2,dove,plinge,6,,nonword,559,32,4,nt141
,,,,,,,,,,,,,,,,,
10646,87,m,r,m,p064,m,t064,l2,composer,score,5,5032,word,383,32,4,mp064
,,,,,,,,,,,,,,,,,
10647,88,m,r,m,p059,m,t059,l2,nurse,victim,6,6630,word,466,32,4,mp059
,,,,,,,,,,,,,,,,,
10648,89,m,u,u,t082,u,p082,l2,saucepan,wing,4,5160,word,537,32,4,ut082
,,,,,,,,,,,,,,,,,
10649,90,m,n,n,t150,n,p150,l2,cathedral,smeater,7,,nonword,572,32,4,nt150
,,,,,,,,,,,,,,,,,
10650,91,m,u,u,t090,u,p090,l2,defection,pleasure,8,5570,word,474,32,4,ut090
,,,,,,,,,,,,,,,,,
10651,92,m,u,m,p013,m,t012,l2,soldier,pan,3,2130,word,453,32,4,mp013
,,,,,,,,,,,,,,,,,
10652,93,m,n,n,t048,n,p048,l2,inn,graw,4,,nonword,559,32,4,nt048
,,,,,,,,,,,,,,,,,
10653,94,m,n,n,t177,n,p177,l2,contour,nurrent,7,,nonword,610,32,4,nt177
,,,,,,,,,,,,,,,,,
10654,95,m,n,n,t053,n,p053,l2,tomb,vedigree,8,,nonword,613,32,4,nt053
,,,,,,,,,,,,,,,,,
10655,96,m,n,n,t108,n,p108,l2,hovercraft,hingle,6,,nonword,735,32,4,nt108
,,,,,,,,,,,,,,,,,
10656,97,m,n,n,t157,n,p157,l2,pine,kithy,5,,nonword,565,32,4,nt157
,,,,,,,,,,,,,,,,,
10657,98,m,u,u,t019,u,p019,l2,service,fear,4,9382,word,464,32,4,ut019
,,,,,,,,,,,,,,,,,
10658,99,m,u,m,p031,m,t030,l2,player,cartel,6,423,nonword,830,32,4,mp031
,,,,,,,,,,,,,,,,,
10659,100,m,n,n,t097,n,p097,l2,wheel,chennal,7,,nonword,1014,32,4,nt097
,,,,,,,,,,,,,,,,,
10660,101,m,u,u,t035,u,p035,l2,chapter,mineral,7,2259,word,607,32,4,ut035
,,,,,,,,,,,,,,,,,
10661,102,m,u,m,p019,m,t018,l2,teenager,machinery,9,2403,word,575,32,4,mp019
,,,,,,,,,,,,,,,,,
10662,103,m,r,m,p079,m,t079,l2,glutton,meal,4,6532,word,480,32,4,mp079
,,,,,,,,,,,,,,,,,
10663,104,m,u,u,t055,u,p055,l2,downtown,relief,6,6605,word,572,32,4,ut055
,,,,,,,,,,,,,,,,,
10664,105,m,n,n,t149,n,p149,l2,eel,valf,4,,nonword,613,32,4,nt149
,,,,,,,,,,,,,,,,,
10665,106,m,r,m,p067,m,t067,l2,tattletale,friend,6,30888,word,473,32,4,mp067
,,,,,,,,,,,,,,,,,
10666,107,m,n,n,t026,n,p026,l2,root,mawonnaise,10,,nonword,654,32,4,nt026
,,,,,,,,,,,,,,,,,
10667,108,m,n,n,t107,n,p107,l2,platypus,neak,4,,nonword,619,32,4,nt107
,,,,,,,,,,,,,,,,,
10668,109,m,u,u,t024,u,p024,l2,jet,grandpa,7,145,word,516,32,4,ut024
,,,,,,,,,,,,,,,,,
10669,110,m,n,n,t106,n,p106,l2,socket,talace,6,,nonword,564,32,4,nt106
,,,,,,,,,,,,,,,,,
10670,111,m,u,u,t077,u,p077,l2,erosion,wonder,6,11506,word,497,32,4,ut077
,,,,,,,,,,,,,,,,,
10671,112,m,n,n,t104,n,p104,l2,laboratory,kutten,6,,nonword,529,32,4,nt104
,,,,,,,,,,,,,,,,,
10672,113,m,u,u,t093,u,p093,l2,farm,label,5,2849,word,515,32,4,ut093
,,,,,,,,,,,,,,,,,
10673,114,m,n,n,t029,n,p029,l2,papaya,jalen,5,,nonword,582,32,4,nt029
,,,,,,,,,,,,,,,,,
10674,115,m,n,n,t165,n,p165,l2,clamp,yari,4,,nonword,448,32,4,nt165
,,,,,,,,,,,,,,,,,
10675,116,m,n,n,t182,n,p182,l2,magnet,solox,5,,nonword,503,32,4,nt182
,,,,,,,,,,,,,,,,,
10676,117,m,r,m,p080,m,t080,l2,child,mouth,5,9336,word,383,32,4,mp080
,,,,,,,,,,,,,,,,,
10677,118,m,n,n,t054,n,p054,l2,establishment,brophy,6,,nonword,504,32,4,nt054
,,,,,,,,,,,,,,,,,
10678,119,m,u,u,t059,u,p059,l2,consultant,distortion,10,924,word,809,32,4,ut059
,,,,,,,,,,,,,,,,,
10679,120,m,n,n,t034,n,p034,l2,tiger,speight,7,,nonword,688,32,4,nt034
,,,,,,,,,,,,,,,,,
10680,121,m,n,n,t109,n,p109,l2,biscuit,pedu,4,,nonword,589,32,4,nt109
,,,,,,,,,,,,,,,,,
10681,122,m,n,n,t184,n,p184,l2,dishcloth,microscone,10,,nonword,903,32,4,nt184
,,,,,,,,,,,,,,,,,
10682,123,m,u,u,t097,u,p097,l2,day,waiter,6,927,word,461,32,4,ut097
,,,,,,,,,,,,,,,,,
10683,124,m,n,n,t155,n,p155,l2,ball,chig,4,,nonword,645,32,4,nt155
,,,,,,,,,,,,,,,,,
10684,125,m,u,u,t056,u,p056,l2,threat,shirt,5,3383,word,455,32,4,ut056
,,,,,,,,,,,,,,,,,
10685,126,m,n,n,t111,n,p111,l2,mop,starb,5,,nonword,541,32,4,nt111
,,,,,,,,,,,,,,,,,
10686,127,m,r,m,p065,m,t065,l2,player,match,5,8922,word,425,32,4,mp065
,,,,,,,,,,,,,,,,,
10687,128,m,n,n,t146,n,p146,l2,cottage,tweller,7,,nonword,514,32,4,nt146
,,,,,,,,,,,,,,,,,
10688,129,m,n,n,t110,n,p110,l2,abuse,efforb,6,,nonword,595,32,4,nt110
,,,,,,,,,,,,,,,,,
10689,130,m,u,u,t070,u,p070,l2,tennis,history,7,19782,word,419,32,4,ut070
,,,,,,,,,,,,,,,,,
10690,131,m,n,n,t083,n,p083,l2,doll,jamp,4,,nonword,560,32,4,nt083
,,,,,,,,,,,,,,,,,
10691,132,m,u,u,t069,u,p069,l2,shark,essence,7,1927,word,548,32,4,ut069
,,,,,,,,,,,,,,,,,
10692,133,m,u,u,t089,u,p089,l2,colony,goodness,8,1438,word,504,32,4,ut089
,,,,,,,,,,,,,,,,,
10693,134,m,n,n,t070,n,p070,l2,pig,parwon,6,,nonword,448,32,4,nt070
,,,,,,,,,,,,,,,,,
10694,135,m,r,m,p060,m,t060,l2,skier,leg,3,11176,word,462,32,4,mp060
,,,,,,,,,,,,,,,,,
10695,136,m,n,n,t024,n,p024,l2,broccoli,lerve,5,,nonword,537,32,4,nt024
,,,,,,,,,,,,,,,,,
10696,137,m,n,n,t093,n,p093,l2,clubhouse,snock,5,,nonword,539,32,4,nt093
,,,,,,,,,,,,,,,,,
10697,138,m,r,m,p047,m,t047,l2,quarterback,yards,5,6634,word,748,32,4,mp047
,,,,,,,,,,,,,,,,,
10698,139,m,n,n,t153,n,p153,l2,diamond,janel,5,,nonword,480,32,4,nt153
,,,,,,,,,,,,,,,,,
10699,140,m,u,u,t026,u,p026,l2,lecture,bride,5,1235,word,497,32,4,ut026
,,,,,,,,,,,,,,,,,
10700,141,m,r,m,p044,m,t044,l2,performer,hair,4,14128,word,441,32,4,mp044
,,,,,,,,,,,,,,,,,
10701,142,m,r,m,p074,m,t074,l2,smoker,habit,5,3839,word,547,32,4,mp074
,,,,,,,,,,,,,,,,,
10702,143,m,r,m,p066,m,t066,l2,cook,lunch,5,5481,word,397,32,4,mp066
,,,,,,,,,,,,,,,,,
10703,144,m,n,n,t127,n,p127,l2,lake,hounge,6,,nonword,540,32,4,nt127
,,,,,,,,,,,,,,,,,
10704,145,m,n,n,t180,n,p180,l2,painting,thattress,9,,nonword,588,32,4,nt180
,,,,,,,,,,,,,,,,,
10705,146,m,n,n,t142,n,p142,l2,rhubarb,pait,4,,nonword,732,32,4,nt142
,,,,,,,,,,,,,,,,,
10706,147,m,n,n,t163,n,p163,l2,taxi,ronk,4,,nonword,621,32,4,nt163
,,,,,,,,,,,,,,,,,
10707,148,m,n,n,t042,n,p042,l2,layman,rancer,6,,nonword,581,32,4,nt042
,,,,,,,,,,,,,,,,,
10708,149,m,n,n,t115,n,p115,l2,fire,caltus,6,,nonword,460,32,4,nt115
,,,,,,,,,,,,,,,,,
10709,150,m,n,n,t185,n,p185,l2,employee,cloi,4,,nonword,589,32,4,nt185
,,,,,,,,,,,,,,,,,
10710,151,m,n,n,t032,n,p032,l2,potato,blurvine,8,,nonword,504,32,4,nt032
,,,,,,,,,,,,,,,,,
10711,152,m,u,m,p029,m,t028,l2,mechanic,boy,3,20503,word,410,32,4,mp029
,,,,,,,,,,,,,,,,,
10712,153,m,n,n,t120,n,p120,l2,banana,smill,5,,word,410,32,4,nt120
,,,,,,,,,,,,,,,,,
10713,154,m,r,m,p051,m,t051,l2,spy,camera,6,3823,word,476,32,4,mp051
,,,,,,,,,,,,,,,,,
10714,155,m,u,m,p035,m,t034,l2,journalist,blockbuster,11,163,word,655,32,4,mp035
,,,,,,,,,,,,,,,,,
10715,156,m,n,n,t057,n,p057,l2,otter,peme,4,,nonword,583,32,4,nt057
,,,,,,,,,,,,,,,,,
10716,157,m,u,u,t057,u,p057,l2,battleground,anxiety,7,3091,word,715,32,4,ut057
,,,,,,,,,,,,,,,,,
10717,158,m,n,n,t025,n,p025,l2,dish,kess,4,,nonword,544,32,4,nt025
,,,,,,,,,,,,,,,,,
10718,159,m,u,u,t017,u,p017,l2,nozzle,monitor,7,3532,word,498,32,4,ut017
,,,,,,,,,,,,,,,,,
10719,160,m,u,u,t052,u,p052,l2,tower,fury,4,1088,word,773,32,4,ut052
,,,,,,,,,,,,,,,,,
10720,161,m,n,n,t043,n,p043,l2,freezer,froabin,7,,nonword,626,32,4,nt043
,,,,,,,,,,,,,,,,,
10721,162,m,n,n,t116,n,p116,l2,suitcase,dexi,4,,nonword,574,32,4,nt116
,,,,,,,,,,,,,,,,,
10722,163,m,n,n,t078,n,p078,l2,rocker,bipe,4,,nonword,570,32,4,nt078
,,,,,,,,,,,,,,,,,
10723,164,m,n,n,t052,n,p052,l2,tinsel,persbiration,12,,nonword,682,32,4,nt052
,,,,,,,,,,,,,,,,,
10724,165,m,u,u,t043,u,p043,l2,wedding,motor,5,4705,word,505,32,4,ut043
,,,,,,,,,,,,,,,,,
10725,166,m,n,n,t090,n,p090,l2,turnip,frell,5,,nonword,446,32,4,nt090
,,,,,,,,,,,,,,,,,
10726,167,m,n,n,t094,n,p094,l2,rank,glealth,7,,nonword,554,32,4,nt094
,,,,,,,,,,,,,,,,,
